Ti­tulo,Tipo de Propiedad,Zona,Numero de Areas,Dormitorios,Numero de Banos,Superficie Total,Superficie Construida,Precio,Expensas,Fecha de Publicacion
Departamento - Venta - Capital Federal,Departamento,Balvanera,4,3,2,115,115,"$115,000","$292,799",05/11/2024
2 amb 67m2 super luminoso balcon terraza baulera,Departamento,Balvanera,2,1,1,67,47,"$83,000","$307,000",16/10/2024
Departamento En Balvanera,Departamento,Balvanera,5,4,1,221,200,"$199,000","$450,000",08/11/2024
Departamento - Venta - Capital Federal,Departamento,Balvanera,4,3,4,110,110,"$119,000","$550,000",05/11/2024
Departamento 2 Amb En Balvanera U$s 20000 Y C,Departamento,Balvanera,2,1,1,40,40,"$20,000",$0,31/10/2024
2 Ambientes En Balvanera. 785271,Departamento,Balvanera,2,1,1,29,29,"$43,000",$0,14/11/2024
2 Amb En Balvanera,Departamento,Balvanera,2,1,1,30,30,"$43,000",$0,31/10/2024
Departamento De 2 Ambientes En Venta En Balvanera,Departamento,Balvanera,2,1,1,25,25,"$47,000",$0,27/09/2024
"Departamento de 1 Ambiente Amplio al frente con Ventana, en Balvanera",Departamento,Balvanera,1,1,1,33,33,"$49,500",$0,13/11/2024
Departamento 2 Ambientes,Departamento,Balvanera,2,1,1,34,34,"$49,900",$0,06/11/2024
Dpto 2 Amb Sobre Avda Corrientes A Metros De Avda Pueyrredon,Departamento,Balvanera,2,1,1,36,36,"$55,000",$0,26/11/2024
"Departamento En Venta En Balvanera, Capital Federal, Buenos Aires",Departamento,Balvanera,1,1,1,30,28,"$58,000",$0,14/11/2024
Departamento En Balvanera,Departamento,Balvanera,2,1,1,30,30,"$59,000",$0,07/11/2024
Departamento En Venta 2 Ambientes - Balvanera,Departamento,Balvanera,2,1,1,42,42,"$59,000",$0,13/11/2024
"Pasco 500, Departamento 2 Ambiente Con Entrepiso, 42m2, En Pb, Balvanera",Departamento,Balvanera,1,1,1,42,42,"$59,500",$0,28/10/2024
Departamento 2 Amb - Contrafrente,Departamento,Balvanera,2,1,1,37,36,"$59,900",$0,07/11/2024
Departamento En Balvanera,Departamento,Balvanera,2,1,1,40,40,"$60,000",$0,06/11/2024
Departamento en venta de 1 dormitorio en Balvanera,Departamento,Balvanera,2,1,1,46,40,"$62,000",$0,07/11/2024
"DEPARTAMENTO 2 AMBIENTES - BALVANERA, CAPITAL FEDERAL",Departamento,Balvanera,2,1,1,44,42,"$62,900",$0,07/10/2024
Departamento 2 Ambientes En Venta En Balvanera. Muy Luminoso Y Amplio.balcón,Departamento,Balvanera,2,1,1,43,40,"$64,900",$0,11/11/2024
Departamento 2 Ambientes En Venta En Balvanera. Muy Luminoso Y Amplio.balcón,Departamento,Balvanera,2,1,1,43,40,"$64,900",$0,11/11/2024
Venta. Departamento. 2 Ambientes. Av Belgrano Y Urquiza.,Departamento,Balvanera,2,1,1,44,44,"$65,000",$0,11/11/2024
"2 Amb. Congreso, Pichincha Y Venezuela. Frente Con Balcon",Departamento,Balvanera,2,1,1,38,35,"$69,000",$0,28/10/2024
3 AMBIENTES CHICOS VISTA PANORAMICA,Departamento,Balvanera,3,2,1,41,41,"$69,900",$0,25/09/2024
2 Ambientes En Venta! En San Telmo,Departamento,Balvanera,2,1,1,52,52,"$69,900",$0,06/11/2024
Se vende un departamento de 3 ambientes luminoso,Departamento,Balvanera,3,2,1,44,44,"$70,000",$0,25/10/2024
Catamarca 200 Balvanera 3amb U$70.000,Departamento,Balvanera,3,2,1,44,44,"$70,000",$0,15/10/2024
"Duplex 2amb Piso Alto En Venta En Balvanera, Capital Federal, Buenos Aires",Departamento,Balvanera,2,1,1,47,47,"$70,000",$0,22/11/2024
Departamento 3 Ambientes,Departamento,Balvanera,3,2,1,506,506,"$72,000",$0,06/11/2024
Departamento de 4 ambientes con balcón. Luminoso!,Departamento,Balvanera,4,3,2,80,76,"$73,000",$0,26/11/2024
Depto En Venta De 3 Amb En Balvanera,Departamento,Balvanera,3,2,1,30,30,"$75,000",$0,31/10/2024
Uriburu 600 Balvanera 2amb U$75.000,Departamento,Balvanera,2,1,1,32,32,"$75,000",$0,11/10/2024
Departamento De 2 Ambientes En Venta En Balvanera,Departamento,Balvanera,2,1,1,42,42,"$75,000",$0,31/10/2024
Departamento De 2 Ambientes En Venta En Balvanera,Departamento,Balvanera,2,1,1,47,47,"$75,000",$0,02/10/2024
3 Ambientes al Frente con Lavadero,Departamento,Balvanera,3,2,1,51,51,"$75,900",$0,23/11/2024
"3 Ambientes Y Medio, 2 Baños, Mucha Luz",Departamento,Balvanera,3,2,2,69,69,"$76,000",$0,26/09/2024
Departamento - Venta - Capital Federal,Departamento,Balvanera,2,1,1,30,30,"$79,000",$0,09/10/2024
Departamento De 2 Amb Con Balcón Al Frente - Balvanera,Departamento,Balvanera,2,1,1,49,44,"$79,000",$0,13/11/2024
Departamento De 3 Ambientes En Venta En Balvanera,Departamento,Balvanera,3,2,1,48,48,"$80,000",$0,07/11/2024
Av Pueyrredón 100 Balvanera 3amb U$80.000,Departamento,Balvanera,3,2,2,73,73,"$80,000",$0,27/11/2024
Departamento En Venta Paso 200 - U$d 88.000 -,Departamento,Balvanera,2,1,1,43,40,"$83,000",$0,23/10/2024
"3 ambientes frente balcón, patio y cochera, a reciclar apto crédito, OPORTUNIDAD",Departamento,Balvanera,3,2,1,55,50,"$85,000",$0,10/11/2024
ENCANTADOR DEPARTAMENTO EN VENTA DE 2 AMBIENTES SUPER LUMINOSO EN BALVANERA,Departamento,Balvanera,2,1,1,53,52,"$85,000",$0,11/11/2024
3 Amb En Venta,Departamento,Balvanera,3,2,1,68,0,"$87,500",$0,26/11/2024
Departamento - Venta - Capital Federal,Departamento,Balvanera,3,2,1,41,41,"$89,000",$0,09/10/2024
Departamento En Balvanera,Departamento,Balvanera,3,2,1,66,57,"$90,000",$0,17/10/2024
Departamento De 3 Ambientes En Venta En Balvanera,Departamento,Balvanera,3,2,1,60,60,"$92,000",$0,29/09/2024
Sarandi 600 Balvanera PH 3amb patio U$98.000,Departamento,Balvanera,3,2,1,73,64,"$98,000",$0,08/10/2024
Departamento En Balvanera,Departamento,Balvanera,4,3,2,66,0,"$105,000",$0,11/11/2024
Departamento 2 Ambientes Con Balcón,Departamento,Balvanera,2,1,1,475,42,"$110,000",$0,06/11/2024
Departamento En Venta Barrio Balvanera,Departamento,Balvanera,3,2,1,66,53,"$112,000",$0,10/10/2024
Departamento De 3 Ambientes En Venta En Balvanera,Departamento,Balvanera,3,2,1,62,56,"$115,000",$0,11/10/2024
Departamento En Venta Sobre Catamarca Al 600,Departamento,Balvanera,3,2,1,59,57,"$117,500",$0,06/11/2024
Departamento En Balvanera,Departamento,Balvanera,3,2,2,80,78,"$119,000",$0,09/10/2024
HERMOSO 2 AMBIENTES CON BALCON Y COCHERA,Departamento,Balvanera,2,1,1,47,43,"$120,000",$0,29/10/2024
Venta de Departamento 4 Ambientes Bajas Expensas! en Balvanera,Departamento,Balvanera,4,3,1,90,86,"$120,000",$0,25/10/2024
Departamento 3 Ambientes En Venta En Tte. Gral. Juan Domingo Peron Al 2300 Balvanera Caba,Departamento,Balvanera,3,2,1,108,100,"$120,000",$0,07/10/2024
Fernando 11 4406-9484 fernandobellomo@yahoo.com.ar,Departamento,Balvanera,3,2,2,89,86,"$125,000",$0,10/10/2024
Departamento En Balvanera,Departamento,Balvanera,3,2,1,110,77,"$128,000",$0,16/10/2024
Departamento - Venta - Capital Federal,Departamento,Balvanera,2,1,1,52,52,"$130,000",$0,13/11/2024
"Exclusivo Semipiso De 3 Ambientes Al Frente, Con Balcón",Departamento,Balvanera,3,2,1,87,80,"$130,000",$0,30/09/2024
"Departamento En Venta En Balvanera, Capital Federal, Buenos Aires",Departamento,Balvanera,4,3,2,125,120,"$140,000",$0,27/09/2024
Departamento De 4 Ambientes En Venta En Balvanera,Departamento,Balvanera,4,3,1,89,87,"$150,000",$0,08/11/2024
DEPARTAMENTO EN VENTA,Departamento,Balvanera,4,3,2,83,75,"$151,000",$0,27/09/2024
Departamento - Balvanera. 2 Dormitorios,Departamento,Balvanera,3,2,1,102,102,"$153,000",$0,08/11/2024
4 Amb Dep 118 M2 - Venta - Castelli 300,Departamento,Balvanera,4,3,2,118,111,"$160,000",$0,29/10/2024
"Departamento Al Frente 3 Dormitorios, 155 M2 Baulera De 6 M2, Amplia Cocina, Baño Y Toilette",Departamento,Balvanera,4,3,1,115,110,"$165,000",$0,07/10/2024
Balvanera - Once 4 Ambientes Balcón Fte. Baño y Toilette Bajas Expensas,Departamento,Balvanera,4,3,2,115,110,"$165,000",$0,31/10/2024
Departamento 4 Ambientes En Venta En Av. Corrientes Al 2800 Balvanera Caba,Departamento,Balvanera,4,3,2,138,135,"$170,000",$0,03/11/2024
Dean Funes 330 - P.b.: 6 Amplios Ambientes Entrepiso Patio,Departamento,Balvanera,5,4,3,145,128,"$175,000",$0,14/10/2024
Departamento en Av. Callao y Corrientes,Departamento,Balvanera,5,4,3,90,90,"$215,000",$0,06/11/2024
CASA EN VENTA - VIVIENDA MULTIFAMILIAR (3 FAMILIAS) CON PATIO Y TERRAZA,Casa,Balvanera,8,6,3,206,206,"$240,000",$0,15/10/2024
Ph En Venta Ecuador Al 700 Y Tucuman,Departamento,Balvanera,6,4,2,200,135,"$250,000",$0,10/10/2024
Av Jujuy 600 Balvanera 5amb U$299.000,Departamento,Balvanera,5,4,3,170,131,"$299,000",$0,10/10/2024
Venta Departamento De 5 Ambientes Con Balcon Aterrazado,Departamento,Balvanera,5,4,2,210,210,"$315,000",$0,22/11/2024
Venta Piso En Balvanera,Departamento,Balvanera,5,4,2,220,220,"$330,000",$0,20/11/2024
Departamento 2 ambientes apto profesional en Congreso,Departamento,Balvanera Congreso,1,1,1,32,32,"$49,000","$50,000",07/10/2024
2 Ambientes con Balcón Terraza en Balvanera. Muy luminoso,Departamento,Balvanera Congreso,2,1,1,58,42,"$117,000","$57,000",23/10/2024
DEPTO EN ABASTO 3 AMBIENTES LUZ 10 PUNTOS,Departamento,Balvanera Congreso,3,2,1,44,44,"$78,000","$60,000",27/09/2024
VENTA DEPTO.5 AMB. PUEYRREDON 400,Departamento,Balvanera Congreso,5,4,1,189,151,"$179,000","$60,000",15/11/2024
4 Amb Amplios y Muy Luminosos! Balcón Terraza al Frente+ Ventilac. Cruzada-Lavadero Indep-1 cuadra Subte,Departamento,Balvanera Congreso,4,3,1,88,62,"$119,000","$122,500",19/11/2024
DEPARTAMENTO 4 AMBIENTES AL FRENTE C/BALCON CORRIDO,Departamento,Balvanera Congreso,4,3,1,69,63,"$110,000","$140,000",30/09/2024
CONGRESO - 3 AMB. CON DEP. Y BALCóN !! EXCELENTE OPORTUNIDAD!! 85 m2,Departamento,Balvanera Congreso,3,2,2,85,85,"$120,000","$160,000",15/10/2024
Departamento - Centro (capital Federal),Departamento,Balvanera Congreso,2,1,1,73,0,"$110,000","$162,000",01/10/2024
"DEPARTAMENTO 3 DORMITORIOS - CONGRESO, CAPITAL FEDERAL",Departamento,Balvanera Congreso,4,3,1,129,114,"$160,000","$338,000",24/09/2024
* * RESERVADO * * * 2 ambientes a refaccionar. u$35.000 + 20 cuotas u$350. TOTAL U$42.000,Departamento,Balvanera Congreso,2,1,1,46,46,"$35,000",$0,22/10/2024
Departamento En Venta En Congreso,Departamento,Balvanera Congreso,1,1,1,25,25,"$50,000",$0,15/10/2024
Venta Departamento 2 Ambientes En Congreso. Pasco 500,Departamento,Balvanera Congreso,2,1,1,37,31,"$52,000",$0,26/11/2024
"Departamento 3 Amb, En Congreso",Departamento,Balvanera Congreso,3,2,1,60,60,"$63,000",$0,18/10/2024
"2 Amb. Congreso, Pichincha Y Venezuela. Frente Con Balcon",Departamento,Balvanera Congreso,2,1,1,38,35,"$69,000",$0,28/10/2024
Congreso Monoambiente Venta 40m2,Departamento,Balvanera Congreso,1,1,1,40,40,"$78,000",$0,23/10/2024
Venta De Departamento De 2 Ambientes En Congreso De 53m2 Con Balcon Cubierto Apto Credito,Departamento,Balvanera Congreso,2,1,1,53,49,"$78,000",$0,28/10/2024
3 Ambientes Luminoso 2 Pisos Por Escaleras Apto Credito Bancario,Departamento,Balvanera Congreso,3,2,1,55,55,"$83,000",$0,31/10/2024
Venta De Departamento En Congreso De 3 Ambientes Con Balcón Y Patio Lateral Apto Crédito,Departamento,Balvanera Congreso,3,2,1,73,40,"$85,000",$0,08/11/2024
"OPORTUNIDAD 3 ambientes frente balcón, patio y cochera, a reciclar apto crédito.",Departamento,Balvanera Congreso,3,2,1,55,50,"$85,000",$0,16/11/2024
VENTA DEPTO. 3 AMB. H.YRIGOYEN 2400 BALVANERA,Departamento,Balvanera Congreso,3,2,1,67,60,"$88,000",$0,14/11/2024
3 Ambientes Venta Con Renta Hasta Diciembre 2024,Departamento,Balvanera Congreso,3,2,1,56,50,"$89,000",$0,22/11/2024
"3 Amb. Monserrat, San Josí¨ 900. Frente Con Balcón",Departamento,Balvanera Congreso,3,2,1,54,54,"$90,000",$0,25/09/2024
Departamento Congreso Venta 3 Ambientes Con Dependencia Rodriguez Peña 24,Departamento,Balvanera Congreso,3,2,2,82,82,"$115,000",$0,25/10/2024
Alquiler Departamento 4 Ambientes En Congreso,Departamento,Balvanera Congreso,4,3,2,131,131,"$115,000",$0,06/11/2024
"DEPARTAMENTO 3 AMBIENTES - CONGRESO, CAPITAL FEDERAL",Departamento,Balvanera Congreso,3,2,1,90,90,"$127,000",$0,24/10/2024
Venta Departamento 7 Ambientes 4 Dormitorios En Congreso,Departamento,Balvanera Congreso,7,4,2,153,146,"$135,000",$0,16/10/2024
"Departamento - 5 Ambientes, Congreso, Balcon Apto Credito",Departamento,Balvanera Congreso,5,4,2,136,131,"$190,000",$0,06/11/2024
"Departamento - 5 Ambientes, Congreso, Balcon Apto Credito",Departamento,Balvanera Congreso,5,4,2,136,131,"$190,000",$0,06/11/2024
"Departamento - 5 Ambientes, Congreso, Balcon Apto Credito",Departamento,Balvanera Congreso,5,4,2,136,131,"$190,000",$0,06/11/2024
Departamento En Congreso. 4 Dormitorios Con Dependencia. Oportunidad!,Departamento,Balvanera Congreso,5,3,3,200,200,"$270,000",$0,08/11/2024
Departamento En Congreso. 4 Dormitorios,Departamento,Balvanera Congreso,5,4,3,226,226,"$320,000",$0,08/11/2024
3 Amb. en Venta - Abasto,Departamento,Balvanera Once,3,2,1,49,49,"$65,500","$60,000",20/11/2024
Venta de departamento de 2 ambientes zona SHOPPING ABASTO,Departamento,Balvanera Once,2,1,1,35,35,"$57,500","$69,000",28/10/2024
"Departameno a la venta, en Onces",Departamento,Balvanera Once,3,2,1,48,48,"$70,000","$90,000",04/10/2024
"DEPARTAMENTO 2 AMBIENTES - ONCE, CAPITAL FEDERAL",Departamento,Balvanera Once,2,1,1,50,50,"$66,000","$100,000",15/10/2024
"Excelente departamento, con vista la contrafrente, para refaccionar",Departamento,Balvanera Once,5,4,1,82,82,"$115,000","$100,000",07/11/2024
Bajó De Precio! Departamento 2 Ambientes A La Venta En Pb Al Frente Con Patio,Departamento,Balvanera Once,2,1,1,33,30,"$42,000",$0,15/10/2024
3 amb Oportunidad!!!!,Departamento,Balvanera Once,3,2,1,50,50,"$45,000",$0,18/10/2024
Departamento En Once,Departamento,Balvanera Once,2,1,1,38,38,"$57,000",$0,25/11/2024
Departamento - Once,Departamento,Balvanera Once,2,1,1,44,42,"$60,000",$0,29/10/2024
Depto. 2 Amb en Venta - Zona Balvanera,Departamento,Balvanera Once,2,1,1,38,38,"$64,000",$0,22/11/2024
"Venta Imperdible Departamento Con Excelente Vista A Todo Once, Luminoso - Once",Departamento,Balvanera Once,2,1,1,37,37,"$66,900",$0,17/11/2024
"Venta Imperdible Departamento Con Excelente Vista A Todo Once, Luminoso - Once",Departamento,Balvanera Once,2,1,1,37,37,"$66,900",$0,02/10/2024
VENTA 3 AMB CON PATIO AL FRENTE,Departamento,Balvanera Once,3,2,2,75,67,"$74,000",$0,12/10/2024
Departamento 3 Ambientes A Refaccionar!,Departamento,Balvanera Once,3,2,1,63,56,"$95,000",$0,11/11/2024
Semi Piso en Venta - Once,Departamento,Balvanera Once,5,4,1,94,94,"$119,000",$0,20/11/2024
3 Ambientes Amplios Con Dependencia S - (capital Federal),Departamento,Balvanera Once,3,2,2,92,87,"$144,000",$0,26/11/2024
Departamento De 5 Ambientes Al Frente En Excelente Ubicación Céntrica Pleno Once!,Departamento,Balvanera Once,4,3,3,120,120,"$165,000",$0,15/10/2024
Ph En Venta Ecuador Al 700 Y Tucuman,Departamento,Balvanera Once,6,4,2,200,135,"$250,000",$0,10/10/2024
VENTA CASA BARRACAS JARDIN TERRAZA,Casa,Barracas,7,6,2,183,183,"$239,000","$30,000",09/10/2024
DEPARTAMENTO 2 AMBIENTES EN BARRACAS VENTA,Departamento,Barracas,2,1,1,50,50,"$86,000","$35,000",24/10/2024
Departamento - Venta - Capital Federal,Departamento,Barracas,3,2,1,70,66,"$120,000","$60,000",09/10/2024
VENTA - DEPTO 3 AMB - BARRACAS,Departamento,Barracas,3,2,1,50,50,"$78,000","$64,000",19/11/2024
BARRACAS Venta Departamento 3 Ambientes Amenities,Departamento,Barracas,3,2,1,80,70,"$169,900","$64,000",25/09/2024
DEPARTAMENTO 3 AMBIENTES EN BARRACAS VENTA,Departamento,Barracas,3,2,1,43,43,"$95,000","$70,000",11/11/2024
Departamento - Venta - Capital Federal,Departamento,Barracas,2,1,1,48,48,"$77,000","$75,000",03/10/2024
Departamento En Venta De 2 Ambientes Luminoso Refaccionado A Nuevo - Excelente Estado,Departamento,Barracas,2,1,1,39,36,"$59,500","$80,000",18/10/2024
DEPARTAMENTO 3 AMBIENTES EN BARRACAS VENTA,Departamento,Barracas,3,2,1,64,57,"$117,000","$86,000",01/11/2024
Daniel Cerri 1400 Barracas 2amb U$70.000,Departamento,Barracas,2,1,1,42,42,"$70,000","$90,000",17/10/2024
Casa - Venta - Capital Federal,Casa,Barracas,3,2,1,46,46,"$75,000","$94,173",26/11/2024
Departamento en venta de 2 dormitorios en Barracas,Departamento,Barracas,3,2,1,76,59,"$148,400","$130,000",21/10/2024
Departamento - Venta - Capital Federal,Departamento,Barracas,2,1,1,39,39,"$70,000","$140,000",08/11/2024
Departamento - Venta - Capital Federal,Departamento,Barracas,2,1,1,53,48,"$80,000","$143,000",23/10/2024
Casa de 4 ambientes con patio y terraza,Casa,Barracas,4,3,1,240,104,"$125,000","$190,000",08/11/2024
Departamento - Barracas,Departamento,Barracas,3,2,2,76,59,"$137,900","$194,400",24/11/2024
DEPARTAMENTO 2 AMBIENTES APTO PROFESIONAL EN BARRACAS VENTA,Departamento,Barracas,2,1,1,40,40,"$70,000","$218,400",05/11/2024
Departamento 4 Amb En Venta En Gualeguay Al 1100 Barracas Caba,Departamento,Barracas,4,3,2,115,78,"$185,000","$298,000",07/10/2024
Departamento - Venta - Capital Federal,Departamento,Barracas,3,2,2,60,56,"$129,000","$345,870",17/10/2024
Departamento - Venta - Capital Federal,Departamento,Barracas,2,1,1,28,28,"$46,000",$0,14/11/2024
Departamento En Venta De 2 Ambientes En Barracas,Departamento,Barracas,2,1,1,28,28,"$46,500",$0,01/11/2024
Salmun Feijoo 511. Ph Sin Expensas En Barracas.,Departamento,Barracas,3,2,1,84,69,"$54,000",$0,14/11/2024
Luminoso 2 ambientes - APTO CREDITO,Departamento,Barracas,2,1,1,38,38,"$60,000",$0,29/10/2024
Departamento - Venta - Capital Federal,Departamento,Barracas,2,1,1,36,36,"$65,000",$0,05/10/2024
Departamento En La Boca,Departamento,Barracas,3,2,1,60,53,"$67,200",$0,14/10/2024
Departamento En Venta 2 Ambientes Barracas,Departamento,Barracas,2,1,1,38,38,"$68,000",$0,14/11/2024
Departamento - Barracas,Departamento,Barracas,1,1,1,35,35,"$70,000",$0,23/10/2024
Departamento En Alquiler O Venta - Monoambiente Moderno En Barracas Con Amentéis,Departamento,Barracas,1,1,1,36,35,"$70,000",$0,05/11/2024
Departamento 2 1/2 Ambientes Con Galerí­a,Departamento,Barracas,2,1,1,59,59,"$70,000",$0,06/11/2024
Departamento 2 Ambientes A Estrenar Barracas Con Amenities,Departamento,Barracas,2,1,2,40,40,"$70,200",$0,08/11/2024
Departamento En Venta 2 Amb Al Frente Olavarria Al 1500 Barracas Caba,Departamento,Barracas,2,1,1,38,35,"$73,000",$0,07/10/2024
Departamento En Venta 2 Ambientes A Estrenar,Departamento,Barracas,2,1,2,49,34,"$74,000",$0,06/11/2024
Av Martí­n Garcí­a 500 Barracas 2amb U$74.000,Departamento,Barracas,2,1,1,40,40,"$74,000",$0,15/10/2024
Departamento 2 Ambientes En Venta En Av. Montes De Oca Al 1400 Barracas Caba,Departamento,Barracas,2,1,1,51,51,"$74,000",$0,07/10/2024
"Departamento En Venta En Barracas, Capital Federal, Buenos Aires",Departamento,Barracas,2,1,1,40,40,"$74,550",$0,07/10/2024
"Departamento 2 Ambientes En Barracas, Capital Federal",Departamento,Barracas,2,1,1,42,40,"$75,000",$0,06/11/2024
3 Amb. Al Frente C/balcon Hornos 800 Barracas,Departamento,Barracas,3,2,1,63,58,"$77,000",$0,23/10/2024
Departamento 2 Ambientes - Luminoso - Orientación Norte - Bajas expensas - Barracas,Departamento,Barracas,2,1,1,40,40,"$78,000",$0,30/10/2024
Departamento En Venta 2 Ambientes Barracas,Departamento,Barracas,2,1,1,48,48,"$80,000",$0,06/11/2024
Departamento En Venta 2 Ambientes Barracas,Departamento,Barracas,2,1,1,51,51,"$80,000",$0,12/11/2024
Departamento 3 Ambientes En Venta En Benito Quinquela Martin Al 1700 Barracas Caba,Departamento,Barracas,3,2,1,54,51,"$80,000",$0,07/10/2024
Departamento En Venta De 3 Ambientes En Barracas Con Baulera,Departamento,Barracas,3,2,1,55,55,"$82,000",$0,17/10/2024
Departamento 3 Amb En Venta Av Regimiento De Patricios 800 Barracas Caba,Departamento,Barracas,3,2,1,70,67,"$85,000",$0,07/10/2024
Hermoso Departamento 3 Ambientes En San Telmo,Departamento,Barracas,3,2,1,68,68,"$85,000",$0,15/10/2024
Departamento En Venta 2 Ambientes A Estrenar Barracas,Departamento,Barracas,2,1,2,58,40,"$87,000",$0,08/11/2024
Azara 1388. Departamento En Barracas,Departamento,Barracas,2,1,1,43,39,"$89,800",$0,14/11/2024
Departamento En Venta 3 Ambientes Barracas,Departamento,Barracas,3,2,2,58,58,"$95,000",$0,06/11/2024
Departamento En Venta 2 Ambientes Barracas,Departamento,Barracas,2,1,1,50,50,"$96,000",$0,06/11/2024
Departamento En Venta 3 Amb Sobre Av Montes De Oca Retasado,Departamento,Barracas,3,2,1,61,61,"$98,000",$0,08/11/2024
Venta De Departamento 3 Ambientes Barracas,Departamento,Barracas,3,2,1,75,70,"$98,000",$0,06/11/2024
3 Amb. Con Dependencia. 2 Baños.,Departamento,Barracas,3,3,2,76,76,"$98,000",$0,31/10/2024
DEPARTAMENTO 3 AMBIENTES EN BARRACAS VENTA,Departamento,Barracas,3,2,1,55,55,"$99,000",$0,10/10/2024
Departamento En Venta De 2 Ambientes En Barracas A Estrenar,Departamento,Barracas,2,1,1,46,40,"$99,500",$0,01/11/2024
Departamento 4 Ambientes En Venta En Avenida Regimiento De Patricios Al 800 Barracas Caba,Departamento,Barracas,5,4,2,87,82,"$100,000",$0,03/11/2024
Departamento 2 Ambientes En Barracas,Departamento,Barracas,2,1,1,48,42,"$103,000",$0,14/11/2024
DEPARTAMENTO 3 AMBIENTES CON DEPENDENCIA Y PATIO EN BARRACAS VENTA,Departamento,Barracas,3,2,1,90,70,"$105,000",$0,21/10/2024
Departamento En Venta 2 Ambientes A Estrenar Barracas,Departamento,Barracas,2,1,2,59,55,"$105,900",$0,08/11/2024
Azara 1388. Departamento En Barracas.,Departamento,Barracas,2,1,1,59,36,"$106,600",$0,14/11/2024
